Tên tr??ng,N?m,Mã ngành,Tên ngành,T? h?p môn,?i?m chu?n,Ghi chú
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,D01,24.56,?i?m trúng tuy?n nam; ??a bàn 6
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A00,25.68,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A01,27.33,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,C03,26.01,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,D01,26.78,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A00,25.83,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A01,26.9,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,C03,26.94,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,D01,26.48,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A00,27.49,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A01,28.14,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,C03,27.84,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,D01,28.69,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A00,23.04,?i?m trúng tuy?n nam; ??a bàn 8
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,A01,25.76,?i?m trúng tuy?n nam; ??a bàn 8
??i H?c An Ninh Nhân Dân,2021,7860100,Nghi?p v? An ninh,C03,22.41,?i?m trúng tuy?n nam; ??a bàn 8
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,18.3,?i?m trúng tuy?n nam; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,17.91,?i?m trúng tuy?n nam; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,20.59,?i?m trúng tuy?n nam; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,18.29,?i?m trúng tuy?n nam; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,21.23,?i?m trúng tuy?n n?; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,23.3,?i?m trúng tuy?n n?; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,23.4,?i?m trúng tuy?n n?; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,23.79,?i?m trúng tuy?n n?; ??a bàn 4
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,18.9,?i?m trúng tuy?n nam; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,19.87,?i?m trúng tuy?n nam; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,19.97,?i?m trúng tuy?n nam; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,21.07,?i?m trúng tuy?n nam; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,22.25,?i?m trúng tuy?n n?; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,22.82,?i?m trúng tuy?n n?; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,23.35,?i?m trúng tuy?n n?; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,23.38,?i?m trúng tuy?n n?; ??a bàn 5
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,14.69,?i?m trúng tuy?n nam; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,14.92,?i?m trúng tuy?n nam; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,18.81,?i?m trúng tuy?n nam; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,18.27,?i?m trúng tuy?n nam; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,19.65,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,22.36,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,22.09,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,21.45,?i?m trúng tuy?n n?; ??a bàn 6
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,19.86,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,20.26,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,21.6,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,20.87,?i?m trúng tuy?n nam; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,22.74,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,24.35,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,22.25,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,D01,24.41,?i?m trúng tuy?n n?; ??a bàn 7
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A00,15.98,?i?m trúng tuy?n nam; ??a bàn 8
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,A01,19.52,?i?m trúng tuy?n nam; ??a bàn 8
??i H?c An Ninh Nhân Dân,2022,7860100,Nghi?p v? An ninh,C03,19.87,?i?m trúng tuy?n nam; ??a bàn 8
??i H?c Bách Khoa Hà N?i,2015,CN1,Công ngh? ch? t?o máy; Công ngh? k? thu?t c? ?i?n t?; Công ngh? k? thu?t ô tô,A00; A01,8,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,CN2,Công ngh? KT ?i?u khi?n và T? ??ng hóa; Công ngh? KT ?i?n t?-truy?n thông; Công ngh? thông tin,A00; A01,8.25,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,CN3,Công ngh? k? thu?t hoá h?c; Công ngh? th?c ph?m,A00; B00; D07,7.83,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KQ1,Kinh t? công nghi?p; Qu?n lý công nghi?p,A00; A01; D01,7.5,
??i H?c Bách Khoa Hà N?i,2015,KQ2,Qu?n tr? kinh doanh,A00; A01; D01,7.66,
??i H?c Bách Khoa Hà N?i,2015,KQ3,K? toán; Tài chính-Ngân hàng,A00; A01; D01,7.58,
??i H?c Bách Khoa Hà N?i,2015,KT11,K? thu?t c? ?i?n t?,A00; A01,8.41,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT12,K? thu?t c? khí; K? thu?t hàng không; K? thu?t tàu th?y,A00; A01,8.06,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT13,K? thu?t nhi?t,A00; A01,7.91,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT14,K? thu?t v?t li?u; K? thu?t v?t li?u kim lo?i,A00; A01,7.79,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT21,K? thu?t ?i?n-?i?n t?; K? thu?t ?i?u khi?n và T? ??ng hóa; K? thu?t ?i?n t?-truy?n thông; K? thu?t y sinh,A00; A01,8.5,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT22,K? thu?t máy tính; Truy?n thông và m?ng máy tính; Khoa h?c máy tính; K? thu?t ph?n m?m; H? th?ng thông tin; Công ngh? thông tin,A00; A01,8.7,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT23,Toán-Tin,A00; A01,8.08,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT31,Công ngh? sinh h?c; K? thu?t sinh h?c; K? thu?t hóa h?c; Công ngh? th?c ph?m; K? thu?t môi tr??ng,A00; B00; D07,7.97,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT32,Hóa h?c,A00; B00; D07,7.91,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT33,K? thu?t in và truy?n thông,A00; B00; D07,7.7,Môn chính Toán
??i H?c Bách Khoa Hà N?i,2015,KT41,K? thu?t d?t; Công ngh? may; Công ngh? da gi?y,A00; A01,7.75,
??i H?c Bách Khoa Hà N?i,2015,KT42,S? ph?m k? thu?t công nghi?p,A00; A01,7.5,
??i H?c Bách Khoa Hà N?i,2015,KT51,V?t lý k? thu?t,A00; A01,7.75,
??i H?c Bách Khoa Hà N?i,2015,KT52,K? thu?t h?t nhân,A00; A01,7.91,
??i H?c Bách Khoa Hà N?i,2015,TA1,Ti?ng Anh KHKT và công ngh?,D01,7.68,Môn chính Ti?ng Anh
??i H?c Bách Khoa Hà N?i,2015,TA2,Ti?ng Anh chuyên nghi?p qu?c t?,D01,7.47,Môn chính Ti?ng Anh
??i H?c Bách Khoa Hà N?i,2015,QT11,C? ?i?n t? (?H Nagaoka - Nh?t B?n),A00; A01; D07,7.58,
??i H?c Bách Khoa Hà N?i,2015,QT12,?i?n t? -Vi?n thông(?H Leibniz Hannover - ??c),A00; A01; D07,7,
??i H?c Bách Khoa Hà N?i,2015,QT13,H? th?ng thông tin (?H Grenoble - Pháp),A00; A01; A02; D07,6.83,
??i H?c Bách Khoa Hà N?i,2015,QT14,Công ngh? thông tin(?H La Trobe - Úc); K? thu?t ph?n m?m(?H Victoria - New Zealand),A00; A01; D07,7.25,
??i H?c Bách Khoa Hà N?i,2015,QT21,Qu?n tr? kinh doanh(?H Victoria - New Zealand),A00; A01; D01; D07,6.41,
??i H?c Bách Khoa Hà N?i,2015,QT31,Qu?n tr? kinh doanh(?H Troy - Hoa K?),A00; A01; D01; D07,5.5,
??i H?c Bách Khoa Hà N?i,2015,QT32,Khoa h?c máy tính(?H Troy - Hoa K?),A00; A01; D01; D07,6.08,
??i H?c Bách Khoa Hà N?i,2015,QT33,Qu?n tr? kinh doanh(?H Pierre Mendes France - Pháp),A00; A01; D01; D03; D07,5.5,
??i H?c Bách Khoa Hà N?i,2016,QT41,Qu?n lý h? th?ng công nghi?p (ti?ng Anh),A00; A01; D01; D07,6.53,
??i H?c Bách Khoa Hà N?i,2016,QT33,"Qu?n tr? kinh doanh, ?H Pierre Mendes France (Pháp)",A00; A01; D01; D03; D07; D24; D29,6.52,
??i H?c Bách Khoa Hà N?i,2016,QT32,"Khoa h?c máy tính, ?H Troy (Hoa K?)",A00; A01; D01; D07,6.7,
??i H?c Bách Khoa Hà N?i,2016,QT31,"Qu?n tr? kinh doanh, ?H Troy (Hoa K?)",A00; A01; D01; D07,6.5,
??i H?c Bách Khoa Hà N?i,2016,QT21,"Qu?n tr? kinh doanh, ?H Victoria (New Zealand)",A00; A01; D01; D07,6.7,
??i H?c Bách Khoa Hà N?i,2016,QT15,"Công ngh? thông tin, ?H Victoria (New Zealand)",A00; A01; D07,6.58,
??i H?c Bách Khoa Hà N?i,2016,QT14,"Công ngh? thông tin, ?H La Trobe (Úc)",A00; A01; D07,7.52,
??i H?c Bách Khoa Hà N?i,2016,QT13,"H? th?ng thông tin, ?H Grenoble (Pháp)",A00; A01; D07; D29,7,
??i H?c Bách Khoa Hà N?i,2016,QT12,"?i?n t? -Vi?n thông, ?H Hannover (??c)",A00; A01; D07,7.28,
??i H?c Bách Khoa Hà N?i,2016,QT11,"C? ?i?n t?, ?H Nagaoka (Nh?t B?n)",A00; A01; D07,7.5,
??i H?c Bách Khoa Hà N?i,2016,TA2,Ngôn ng? Anh qu?c t? g?m ngành/CT?T: Ti?ng Anh chuyên nghi?p qu?c t?,D01,7.29,
??i H?c Bách Khoa Hà N?i,2016,TA1,Ngôn ng? Anh k? thu?t g?m ngành/CT?T: Ti?ng Anh KHKT và công ngh?,D01,7.48,
??i H?c Bách Khoa Hà N?i,2016,KQ3,Kinh t? - Qu?n lý 3 g?m các ngành/CT?T: K? toán; Tài chính-Ngân hàng,A00; A01; D01,7.73,
??i H?c Bách Khoa Hà N?i,2016,KQ2,Kinh t? - Qu?n lý 2 g?m ngành/CT?T: Qu?n tr? kinh doanh,A00; A01; D01,7.73,
??i H?c Bách Khoa Hà N?i,2016,KQ1,Kinh t? - Qu?n lý 1 g?m các ngành/CT?T: Kinh t? công nghi?p; Qu?n lý công nghi?p,A00; A01; D01,7.47,
??i H?c Bách Khoa Hà N?i,2016,KT5,V?t lý k? thu?t–K? thu?t h?t nhân g?m các ngành/CT?T: V?t lý k? thu?t; K? thu?t h?t nhân,A00; A01,7.62,
??i H?c Bách Khoa Hà N?i,2016,KT42,S? ph?m k? thu?t g?m các ngành/CT?T: S? ph?m k? thu?t công nghi?p,A00; A01,7.11,
??i H?c Bách Khoa Hà N?i,2016,KT41,D?t-May g?m các ngành/CT?T: K? thu?t d?t; Công ngh? may,A00; A01,7.73,
??i H?c Bách Khoa Hà N?i,2016,KT32,K? thu?t in g?m ngành/CT?T: K? thu?t in,A00; B00; D07,7.75,
??i H?c Bách Khoa Hà N?i,2016,KT31,Hóa - Sinh - Th?c ph?m và Môi tr??ng g?m các ngành/CT?T: K? thu?t sinh h?c / Công ngh? sinh h?c; K? thu?t hóa h?c; K? thu?t th?c ph?m; K? thu?t môi tr??ng; Hóa h?c; Công ngh? k? thu?t hóa h?c (CN); Công ngh? th?c ph?m (CN),A00; B00; D07,7.93,
??i H?c Bách Khoa Hà N?i,2016,TT25,CTTT K? thu?t y sinh g?m ngành/CT?T: Ch??ng trình tiên ti?n K? thu?t y sinh,A00; A01,7.61,
??i H?c Bách Khoa Hà N?i,2016,TT24,"CTTT ?i?u khi?n và T? ??ng hóa g?m các ngành/CT?T: Ch??ng trình tiên ti?n ?i?u khi?n, t? ??ng hóa và h? th?ng ?i?n",A00; A01,---,
??i H?c Bách Khoa Hà N?i,2016,KT24,?i?n - ?i?u khi?n và T? ??ng hóa g?m các ngành/CT?T: K? thu?t ?i?n; K? thu?t ?i?u khi?n và t? ??ng hóa; Công ngh? k? thu?t ?i?n (CN); Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa (CN);,A00; A01,8.53,
??i H?c Bách Khoa Hà N?i,2016,KT23,Toán - Tin g?m các ngành/CT?T: Toán-Tin; H? th?ng thông tin qu?n lý,A00; A01,8.03,
??i H?c Bách Khoa Hà N?i,2016,TT22,CTTT Công ngh? thông tin Vi?t Nh?t/ICT g?m các ngành/CT?T: Ch??ng trình Vi?t Nh?t: Công ngh? thông tin Vi?t-Nh?t (ti?ng Vi?t) /Công ngh? thông tin ICT (ti?ng Anh),A00; A01,7.53,
??i H?c Bách Khoa Hà N?i,2016,KT22,Công ngh? thông tin g?m các ngành/CT?T: Khoa h?c máy tính; K? thu?t máy tính; H? th?ng thông tin; K? thu?t ph?n m?m; Truy?n thông và m?ng máy tính; Công ngh? thông tin (CN);,A00; A01,8.82,
??i H?c Bách Khoa Hà N?i,2016,TT21,CTTT ?i?n t? - Vi?n thông g?m ngành/CT?T: Ch??ng trình tiên ti?n ?i?n t? - vi?n thông,A00; A01,7.55,
??i H?c Bách Khoa Hà N?i,2016,KT21,?i?n t? - Vi?n thông g?m các ngành/CT?T: K? thu?t ?i?n t? - vi?n thông; Công ngh? k? thu?t ?i?n t? - vi?n thông (CN),A00; A01,8.3,
??i H?c Bách Khoa Hà N?i,2016,TT14,CTTT V?t li?u g?m ngành/CT?T: Ch??ng trình tiên ti?n Khoa h?c và K? thu?t v?t li?u,A00; A01,7.98,
??i H?c Bách Khoa Hà N?i,2016,KT14,V?t li?u g?m ngành/CT?T: K? thu?t v?t li?u,A00; A01,7.66,
??i H?c Bách Khoa Hà N?i,2016,KT13,Nhi?t – L?nh g?m ngành/CT?T: K? thu?t nhi?t,A00; A01,7.65,
??i H?c Bách Khoa Hà N?i,2016,KT12,C? khí – ??ng l?c g?m các ngành/CT?T: K? thu?t c? khí; K? thu?t ô tô; K? thu?t hàng không; K? thu?t tàu th?y; Công ngh? ch? t?o máy (CN); Công ngh? k? thu?t ô tô (CN),A00; A01,8,
??i H?c Bách Khoa Hà N?i,2016,TT11,CTTT C? ?i?n t? g?m ngành/CT?T: Ch??ng trình tiên ti?n C? ?i?n t?,A00; A01,7.58,
??i H?c Bách Khoa Hà N?i,2016,KT11,C? ?i?n t? g?m các ngành/CT?T: K? thu?t c? ?i?n t?; Công ngh? k? thu?t c? ?i?n t? (CN),A00; A01,8.42,
??i H?c Bách Khoa Hà N?i,2017,,Các ngành ?ào t?o ??i h?c,,---,
??i H?c Bách Khoa Hà N?i,2017,BF1,K? thu?t Sinh h?c,A00; B00; D07,25,Tiêu chí ph? 1: 23.65; Tiêu chí ph? 2: NV1-NV5
??i H?c Bách Khoa Hà N?i,2017,BF2,K? thu?t Th?c ph?m,A00; B00; D07,25,Tiêu chí ph? 1: 23.65; Tiêu chí ph? 2: NV1-NV5
??i H?c Bách Khoa Hà N?i,2017,CH1,K? thu?t Hóa h?c,A00; B00; D07,25,Tiêu chí ph? 1: 23.65; Tiêu chí ph? 2: NV1-NV5
??i H?c Bách Khoa Hà N?i,2017,CH2,Hóa h?c,A00; B00; D07,25,Tiêu chí ph? 1: 23.65; Tiêu chí ph? 2: NV1-NV5
??i H?c Bách Khoa Hà N?i,2017,CH3,K? thu?t in,A00; B00; D07,21.25,Tiêu chí ph? 1: 21.15; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2017,ED1,S? ph?m k? thu?t công nghi?p,A00; A01,22.5,Tiêu chí ph? 1: 20.5; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,EE-E8,Ch??ng trình tiên ti?n ?i?u khi?n - T? ??ng hóa và H? th?ng ?i?n,A00; A01,26.25,Tiêu chí ph? 1: 24.9; Tiêu chí ph? 2: NV1-NV2
??i H?c Bách Khoa Hà N?i,2017,EE1,K? thu?t ?i?n,A00; A01,27.25,
??i H?c Bách Khoa Hà N?i,2017,EE2,K? thu?t ?i?u khi?n - T? ??ng hóa,A00; A01,27.25,
??i H?c Bách Khoa Hà N?i,2017,EM-NU,Qu?n lý công nghi?p - Logistics và Qu?n lý chu?i cung ?ng - ?H Northampton (Anh),A00; A01; D01; D07,20,
??i H?c Bách Khoa Hà N?i,2017,EM-VUW,Qu?n tr? kinh doanh - ?H Victoria (New Zealand),A00; A01; D01; D07,21.25,Tiêu chí ph? 1: 21.25; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2017,EM1,Kinh t? công nghi?p,A00; A01; D01,23,Tiêu chí ph? 1: 23.05; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,EM2,Qu?n lý công nghi?p,A00; A01; D01,23,Tiêu chí ph? 1: 23.05; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,EM3,Qu?n tr? kinh doanh,A00; A01; D01,24.25,Tiêu chí ph? 1: 23.15; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,EM4,K? toán,A00; A01; D01,23.75,Tiêu chí ph? 1: 20.3; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,EM5,Tài chính - Ngân hàng,A00; A01; D01,23.75,Tiêu chí ph? 1: 20.3; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,ET-E4,Ch??ng trình tiên ti?n ?i?n t? - Vi?n thông,A00; A01,25.5,Tiêu chí ph? 1: 24.6; Tiêu chí ph? 2: NV1-NV2
??i H?c Bách Khoa Hà N?i,2017,ET-E5,Ch??ng trình tiên ti?n K? thu?t Y sinh,A00; A01,25.25,Tiêu chí ph? 1: 23.55; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2017,ET-LUH,?i?n t? - Vi?n thông - ?H Leibniz Hannover (??c),A00; A01; D07,22,Tiêu chí ph? 1: 21.95; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,ET1,K? thu?t ?i?n t? - Vi?n thông,A00; A01,26.25,Tiêu chí ph? 1: 25.45; Tiêu chí ph? 2: NV1-NV2
??i H?c Bách Khoa Hà N?i,2017,EV1,K? thu?t Môi tr??ng,A00; B00; D07,25,Tiêu chí ph? 1: 23.65; Tiêu chí ph? 2: NV1-NV5
??i H?c Bách Khoa Hà N?i,2017,FL1,Ti?ng Anh KHKT và Công ngh?,D01,24.5,Tiêu chí ph? 1: 21.7: Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,FL2,Ti?ng Anh chuyên nghi?p qu?c t?,D01,24.5,Tiêu chí ph? 1: 23.35; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2017,HE1,K? thu?t Nhi?t,A00; A01,24.75,Tiêu chí ph? 1: 24.2; Tiêu chí ph? 2: NV1-NV2
??i H?c Bách Khoa Hà N?i,2017,IT-E6,Công ngh? thông tin Vi?t-Nh?t,A00; A01,26.75,Tiêu chí ph? 1: 26: Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,IT-E7,Công ngh? thông tin ICT,A00; A01,26.75,Tiêu chí ph? 1: 26: Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,IT-GINP,H? th?ng thông tin - ?H Grenoble (Pháp),A00; A01; D07; D29,20,Tiêu chí ph? 1: 19.9; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,IT-LTU,Công ngh? thông tin - ?H La Trobe (Úc),A00; A01; D07,23.5,Tiêu chí ph? 1: 23.6; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2017,IT-VUW,Công ngh? thông tin - ?H Victoria (New Zealand),A00; A01; D07,22,Tiêu chí ph? 1: 22.05; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,IT1,Khoa h?c Máy tính,A00; A01,28.25,
??i H?c Bách Khoa Hà N?i,2017,IT2,K? thu?t Máy tính,A00; A01,28.25,Tiêu chí ph? 1: 27.65; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,IT3,Công ngh? thông tin,A00; A01,28.25,Tiêu chí ph? 1: 27.65; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,ME-E1,Ch??ng trình tiên ti?n C? ?i?n t?,A00; A01,25.5,Tiêu chí ph? 1: 24.85; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,ME-GU,C? khí - Ch? t?o máy - ?H Griffith (Úc),A00; A01; D07,---,
??i H?c Bách Khoa Hà N?i,2017,ME-NUT,C? ?i?n t? - ?H Nagaoka (Nh?t B?n),A00; A01; D07,23.25,Tiêu chí ph? 1: 23.2; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,ME1,K? thu?t C? ?i?n t?,A00; A01,27,Tiêu chí ph? 1: 25.8; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,ME2,K? thu?t C? khí,A00; A01,25.75,"Tiêu chí ph? 1: 24.2, Tiêu chí ph? 2: NV1"
??i H?c Bách Khoa Hà N?i,2017,MI1,Toán-Tin,A00; A01,25.75,Tiêu chí ph? 1: 24.3; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,MI2,H? th?ng thông tin qu?n lý,A00; A01,25.75,Tiêu chí ph? 1: 24.3; Tiêu chí ph? 2: NV1-NV3
??i H?c Bách Khoa Hà N?i,2017,MS-E3,Ch??ng trình tiên ti?n KHKT V?t li?u,A00; A01,22.75,Tiêu chí ph? 1: 21; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,MS1,K? thu?t V?t li?u,A00; A01,23.75,Tiêu chí ph? 1: 24.4: Tiêu chí ph? 2:NV1-NV2
??i H?c Bách Khoa Hà N?i,2017,NE1,K? thu?t h?t nhân,A00; A01,23.25,Tiêu chí ph? 1: 22.4; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,PH1,V?t lý k? thu?t,A00; A01,23.25,Tiêu chí ph? 1: 22.4; Tiêu chí ph? 2: NV1
??i H?c Bách Khoa Hà N?i,2017,TE-E2,Ch??ng trình tiên ti?n K? thu?t Ô tô,A00; A01,---,
??i H?c Bách Khoa Hà N?i,2017,TE1,K? thu?t Ô tô,A00; A01,25.75,"Tiêu chí ph? 1: 24.2, Tiêu chí ph? 2: NV1"
??i H?c Bách Khoa Hà N?i,2017,TE2,K? thu?t C? khí ??ng l?c,A00; A01,25.75,"Tiêu chí ph? 1: 24.2, Tiêu chí ph? 2: NV1"
??i H?c Bách Khoa Hà N?i,2017,TE3,K? thu?t Hàng không,A00; A01,25.75,"Tiêu chí ph? 1: 24.2, Tiêu chí ph? 2: NV1"
??i H?c Bách Khoa Hà N?i,2017,TE4,K? thu?t Tàu th?y,A00; A01,25.75,"Tiêu chí ph? 1: 24.2, Tiêu chí ph? 2: NV1"
??i H?c Bách Khoa Hà N?i,2017,TROY-BA,Qu?n tr? kinh doanh - ?H Troy (Hoa K?),A00; A01; D01; D07,21,
??i H?c Bách Khoa Hà N?i,2017,TROY-IT,Khoa h?c máy tính - ?H Troy (Hoa K?),A00; A01; D01; D07,21.25,
??i H?c Bách Khoa Hà N?i,2017,TX1,K? thu?t D?t,A00; A01,24.5,Tiêu chí ph? 1: 23.2; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2017,TX2,Công ngh? May,A00; A01,24.5,Tiêu chí ph? 1: 23.2; Tiêu chí ph? 2: NV1-NV4
??i H?c Bách Khoa Hà N?i,2018,BF1,K? thu?t Sinh h?c,A00; B00; D07,21.1,
??i H?c Bách Khoa Hà N?i,2018,BF2,K? thu?t Th?c ph?m,A00; B00; D07,21.7,
??i H?c Bách Khoa Hà N?i,2018,CH1,K? thu?t Hóa h?c,A00; B00; D07,20,
??i H?c Bách Khoa Hà N?i,2018,CH2,Hóa h?c,A00; B00; D07,20,
??i H?c Bách Khoa Hà N?i,2018,CH3,K? thu?t in,A00; B00; D07,20,
??i H?c Bách Khoa Hà N?i,2018,EE1,K? thu?t ?i?n,A00; A01,21,
